lamda,1000,0.069814,0.070372704,0.019190083,0.022595041
lamda,2000,0.084265207,0.083200021,0.042876033,0.062264463
lamda,3000,0.089665528,0.087501811,0.052595041,0.081884298
lamda,4000,0.092774871,0.090189457,0.061041322,0.091735537
lamda,5000,0.094867273,0.091727801,0.066876033,0.100876033
lamda,10000,0.098776415,0.095104023,0.079487603,0.117801653
lamda,15000,0.099937366,0.096097153,0.083669421,0.121933884
lamda,20000,0.100406223,0.096410367,0.084429752,0.125338843
lamda,25000,0.100585977,0.096336588,0.085801653,0.126049587
